id,priority,category,title,layer,issuer,rule_no,publish_date,effective_date,current_status,is_core,source_type,business_tags,source_url,local_path,text_path,file_type,downloaded_count,notes,errors
051B,P2,09_跨境与港股通_QDII_REITs_专项,银行间市场信用风险缓释工具试点业务规则、信用违约互换业务指引、信用联结票据业务指引,银行间市场自律规则,中国银行间市场交易商协会,,2021-04-15,2021-04-15,现行有效,否,NAFMII发布页,信用风险缓释工具;CDS;CLN;银行间市场;信用衍生品,https://www.nafmii.org.cn/ggtz/gg/202104/t20210415_198294.html,01_法规原文库\09_跨境与港股通_QDII_REITs_专项\051B_银行间市场信用风险缓释工具试点业务规则、信用违约互换业务指引、信用联结票据业务指引\051B_银行间市场信用风险缓释工具试点业务规则、信用违约互换业务指引、信用联结票据业务指引_01_NAFMII发布页.html; 01_法规原文库\09_跨境与港股通_QDII_REITs_专项\051B_银行间市场信用风险缓释工具试点业务规则、信用违约互换业务指引、信用联结票据业务指引\051B_银行间市场信用风险缓释工具试点业务规则、信用违约互换业务指引、信用联结票据业务指引_附件01_关于修订发布《银行间市场信用风险缓释工具试点业务规则》《信用违约互换业务指引》《信用联结票据业务指引》的公告.pdf; 01_法规原文库\09_跨境与港股通_QDII_REITs_专项\051B_银行间市场信用风险缓释工具试点业务规则、信用违约互换业务指引、信用联结票据业务指引\051B_银行间市场信用风险缓释工具试点业务规则、信用违约互换业务指引、信用联结票据业务指引_附件02_附件1：银行间市场信用风险缓释工具试点业务规则.pdf; 01_法规原文库\09_跨境与港股通_QDII_REITs_专项\051B_银行间市场信用风险缓释工具试点业务规则、信用违约互换业务指引、信用联结票据业务指引\051B_银行间市场信用风险缓释工具试点业务规则、信用违约互换业务指引、信用联结票据业务指引_附件03_附件2：信用违约互换业务指引.pdf; 01_法规原文库\09_跨境与港股通_QDII_REITs_专项\051B_银行间市场信用风险缓释工具试点业务规则、信用违约互换业务指引、信用联结票据业务指引\051B_银行间市场信用风险缓释工具试点业务规则、信用违约互换业务指引、信用联结票据业务指引_附件04_附件3：信用联结票据业务指引.pdf,02_文本抽取库\09_跨境与港股通_QDII_REITs_专项\051B_银行间市场信用风险缓释工具试点业务规则、信用违约互换业务指引、信用联结票据业务指引\051B_银行间市场信用风险缓释工具试点业务规则、信用违约互换业务指引、信用联结票据业务指引_01_NAFMII发布页.txt; 02_文本抽取库\09_跨境与港股通_QDII_REITs_专项\051B_银行间市场信用风险缓释工具试点业务规则、信用违约互换业务指引、信用联结票据业务指引\051B_银行间市场信用风险缓释工具试点业务规则、信用违约互换业务指引、信用联结票据业务指引_附件01_关于修订发布《银行间市场信用风险缓释工具试点业务规则》《信用违约互换业务指引》《信用联结票据业务指引》的公告.txt; 02_文本抽取库\09_跨境与港股通_QDII_REITs_专项\051B_银行间市场信用风险缓释工具试点业务规则、信用违约互换业务指引、信用联结票据业务指引\051B_银行间市场信用风险缓释工具试点业务规则、信用违约互换业务指引、信用联结票据业务指引_附件02_附件1：银行间市场信用风险缓释工具试点业务规则.txt; 02_文本抽取库\09_跨境与港股通_QDII_REITs_专项\051B_银行间市场信用风险缓释工具试点业务规则、信用违约互换业务指引、信用联结票据业务指引\051B_银行间市场信用风险缓释工具试点业务规则、信用违约互换业务指引、信用联结票据业务指引_附件03_附件2：信用违约互换业务指引.txt; 02_文本抽取库\09_跨境与港股通_QDII_REITs_专项\051B_银行间市场信用风险缓释工具试点业务规则、信用违约互换业务指引、信用联结票据业务指引\051B_银行间市场信用风险缓释工具试点业务规则、信用违约互换业务指引、信用联结票据业务指引_附件04_附件3：信用联结票据业务指引.txt,html; pdf,5,续跑时复用已下载文件,
052A,P2,10_合同格式与辅助资料,证券投资基金信息披露内容与格式准则第5号——招募说明书的内容与格式（2020年修订）,规范性文件,中国证监会,证监会公告〔2020〕66号,2020-10-30,2020-10-30,现行有效,否,证监会法规库正文页,招募说明书;基金募集文件;信息披露;产品文件,https://neris.csrc.gov.cn/falvfagui/rdqsHeader/mainbody?navbarId=2&secFutrsLawId=c1d5270d31ba4e30be0e8f696149f354,01_法规原文库\10_合同格式与辅助资料\052A_证券投资基金信息披露内容与格式准则第5号——招募说明书的内容与格式（2020年修订）\052A_证券投资基金信息披露内容与格式准则第5号——招募说明书的内容与格式（2020年修订）_01_证监会法规库正文页.html,02_文本抽取库\10_合同格式与辅助资料\052A_证券投资基金信息披露内容与格式准则第5号——招募说明书的内容与格式（2020年修订）\052A_证券投资基金信息披露内容与格式准则第5号——招募说明书的内容与格式（2020年修订）_01_证监会法规库正文页.txt,html,1,续跑时复用已下载文件,
052B,P2,10_合同格式与辅助资料,证券投资基金信息披露内容与格式准则第6号《基金合同的内容与格式》,规范性文件,中国证监会,证监基金字〔2004〕139号,2004-09-15,2004-09-15,现行有效,否,证监会附件PDF,基金合同;托管条款;基金财产;估值;费用税收;信息披露,https://www.csrc.gov.cn/shanghai/c105565/c1555523/1555523/files/%E9%99%84%E4%BB%B61_%E4%B8%AD%E5%9B%BD%E8%AF%81%E7%9B%91%E4%BC%9A%E5%86%B3%E5%AE%9A%E4%BF%AE%E6%94%B9%E7%9A%84%E8%A7%84%E8%8C%83%E6%80%A7%E6%96%87%E4%BB%B6.pdf,01_法规原文库\10_合同格式与辅助资料\052B_证券投资基金信息披露内容与格式准则第6号《基金合同的内容与格式》\052B_证券投资基金信息披露内容与格式准则第6号《基金合同的内容与格式》_01_证监会附件PDF.pdf,02_文本抽取库\10_合同格式与辅助资料\052B_证券投资基金信息披露内容与格式准则第6号《基金合同的内容与格式》\052B_证券投资基金信息披露内容与格式准则第6号《基金合同的内容与格式》_01_证监会附件PDF.txt,pdf,1,使用证监会修改规范性文件附件中的全文作为可检索版本。; 续跑时复用已下载文件,
052C,P3,10_合同格式与辅助资料,公开募集基金募集申请注册行政许可事项服务指南,行政许可服务指南,中国证监会,,,,辅助索引,否,证监会服务指南页,基金募集注册;基金合同;招募说明书;托管协议草案;申报材料,https://www.csrc.gov.cn/csrc/c101968/c4638336/content.shtml,01_法规原文库\10_合同格式与辅助资料\052C_公开募集基金募集申请注册行政许可事项服务指南\052C_公开募集基金募集申请注册行政许可事项服务指南_01_证监会服务指南页.html,02_文本抽取库\10_合同格式与辅助资料\052C_公开募集基金募集申请注册行政许可事项服务指南\052C_公开募集基金募集申请注册行政许可事项服务指南_01_证监会服务指南页.txt,html,1,服务指南用于定位托管协议草案等申报材料要求，不作为实体规则正文。; 续跑时复用已下载文件,
053A,P1,10_合同格式与辅助资料,公开募集证券投资基金信息披露内容与格式准则第2号——定期报告的内容与格式,规范性文件,中国证监会,证监会公告〔2026〕5号,2026-03-13,2026-05-01,现行有效,是,证监会发布页;附件PDF,定期报告;XBRL;年度报告;中期报告;季度报告;托管人复核,https://www.csrc.gov.cn/csrc/c101954/c7619929/content.shtml,01_法规原文库\10_合同格式与辅助资料\053A_公开募集证券投资基金信息披露内容与格式准则第2号——定期报告的内容与格式\053A_公开募集证券投资基金信息披露内容与格式准则第2号——定期报告的内容与格式_01_证监会发布页.html; 01_法规原文库\10_合同格式与辅助资料\053A_公开募集证券投资基金信息披露内容与格式准则第2号——定期报告的内容与格式\053A_公开募集证券投资基金信息披露内容与格式准则第2号——定期报告的内容与格式_附件01_附件1：公开募集证券投资基金信息披露内容与格式准则第2号—定期报告的内容与格式.pdf; 01_法规原文库\10_合同格式与辅助资料\053A_公开募集证券投资基金信息披露内容与格式准则第2号——定期报告的内容与格式\053A_公开募集证券投资基金信息披露内容与格式准则第2号——定期报告的内容与格式_附件02_附件2：《公开募集证券投资基金信息披露内容与格式准则第2号—定期报告的内容与格式》修订说明.pdf,02_文本抽取库\10_合同格式与辅助资料\053A_公开募集证券投资基金信息披露内容与格式准则第2号——定期报告的内容与格式\053A_公开募集证券投资基金信息披露内容与格式准则第2号——定期报告的内容与格式_01_证监会发布页.txt; 02_文本抽取库\10_合同格式与辅助资料\053A_公开募集证券投资基金信息披露内容与格式准则第2号——定期报告的内容与格式\053A_公开募集证券投资基金信息披露内容与格式准则第2号——定期报告的内容与格式_附件01_附件1：公开募集证券投资基金信息披露内容与格式准则第2号—定期报告的内容与格式.txt; 02_文本抽取库\10_合同格式与辅助资料\053A_公开募集证券投资基金信息披露内容与格式准则第2号——定期报告的内容与格式\053A_公开募集证券投资基金信息披露内容与格式准则第2号——定期报告的内容与格式_附件02_附件2：《公开募集证券投资基金信息披露内容与格式准则第2号—定期报告的内容与格式》修订说明.txt,html; pdf,3,自2026-05-01施行，并废止原第2号、第3号、第4号及XBRL模板第1-5号。; 续跑时复用已下载文件,
053B,P3,10_合同格式与辅助资料,公开募集证券投资基金信息披露XBRL模板第5号《基金产品资料概要》,规范性文件,中国证监会,证监会公告〔2019〕18号,2019-07-26,2019-09-01,历史失效,否,证监会正文页;附件PDF,XBRL;基金产品资料概要;历史模板,https://www.csrc.gov.cn/csrc/c101877/c1029540/content.shtml,01_法规原文库\10_合同格式与辅助资料\053B_公开募集证券投资基金信息披露XBRL模板第5号《基金产品资料概要》\053B_公开募集证券投资基金信息披露XBRL模板第5号《基金产品资料概要》_01_证监会正文页.html; 01_法规原文库\10_合同格式与辅助资料\053B_公开募集证券投资基金信息披露XBRL模板第5号《基金产品资料概要》\053B_公开募集证券投资基金信息披露XBRL模板第5号《基金产品资料概要》_附件01_附件：《公开募集证券投资基金信息披露XBRL模板第5号〈基金产品资料概要〉》.pdf,02_文本抽取库\10_合同格式与辅助资料\053B_公开募集证券投资基金信息披露XBRL模板第5号《基金产品资料概要》\053B_公开募集证券投资基金信息披露XBRL模板第5号《基金产品资料概要》_01_证监会正文页.txt; 02_文本抽取库\10_合同格式与辅助资料\053B_公开募集证券投资基金信息披露XBRL模板第5号《基金产品资料概要》\053B_公开募集证券投资基金信息披露XBRL模板第5号《基金产品资料概要》_附件01_附件：《公开募集证券投资基金信息披露XBRL模板第5号〈基金产品资料概要〉》.txt,html; pdf,2,根据证监会公告〔2026〕5号，已于2026-05-01起被废止；仅作历史依据保存。; 续跑时复用已下载文件,
054A,P2,10_合同格式与辅助资料,公开募集证券投资基金信息披露电子化规范,金融行业推荐性标准,中国证监会、中国人民银行,证监会公告〔2023〕1号; JR/T 0259—2023,2023-01-04,2023-01-04,现行有效,否,证监会公告页;附件PDF,电子披露;基金公告;XBRL;披露标准;电子化流程,https://www.csrc.gov.cn/csrc/c101954/c6987198/content.shtml,01_法规原文库\10_合同格式与辅助资料\054A_公开募集证券投资基金信息披露电子化规范\054A_公开募集证券投资基金信息披露电子化规范_01_证监会公告页.html; 01_法规原文库\10_合同格式与辅助资料\054A_公开募集证券投资基金信息披露电子化规范\054A_公开募集证券投资基金信息披露电子化规范_附件01_附件：《公开募集证券投资基金信息披露电子化规范》.pdf,02_文本抽取库\10_合同格式与辅助资料\054A_公开募集证券投资基金信息披露电子化规范\054A_公开募集证券投资基金信息披露电子化规范_01_证监会公告页.txt; 02_文本抽取库\10_合同格式与辅助资料\054A_公开募集证券投资基金信息披露电子化规范\054A_公开募集证券投资基金信息披露电子化规范_附件01_附件：《公开募集证券投资基金信息披露电子化规范》.txt,html; pdf,2,续跑时复用已下载文件,
055,P0,03A_业绩比较基准与基金评价规则,公开募集证券投资基金业绩比较基准指引,规范性文件,中国证监会,证监会公告〔2026〕3号,2026-01-22,2026-03-01,现行有效,是,证监会公告页;附件PDF,业绩比较基准;投资风格;基金合同;招募说明书;定期报告;托管人复核;销售展示;基金评价,https://www.csrc.gov.cn/csrc/c101954/c7610812/content.shtml; https://www.csrc.gov.cn/csrc/c101954/c7610812/7610812/files/%E9%99%84%E4%BB%B61%EF%BC%9A%E5%85%AC%E5%BC%80%E5%8B%9F%E9%9B%86%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%91%E4%B8%9A%E7%BB%A9%E6%AF%94%E8%BE%83%E5%9F%BA%E5%87%86%E6%8C%87%E5%BC%95.pdf,01_法规原文库\03A_业绩比较基准与基金评价规则\055_公开募集证券投资基金业绩比较基准指引\055_公开募集证券投资基金业绩比较基准指引_01_证监会公告页.html; 01_法规原文库\03A_业绩比较基准与基金评价规则\055_公开募集证券投资基金业绩比较基准指引\055_公开募集证券投资基金业绩比较基准指引_02_证监会附件PDF.pdf,02_文本抽取库\03A_业绩比较基准与基金评价规则\055_公开募集证券投资基金业绩比较基准指引\055_公开募集证券投资基金业绩比较基准指引_01_证监会公告页.txt; 02_文本抽取库\03A_业绩比较基准与基金评价规则\055_公开募集证券投资基金业绩比较基准指引\055_公开募集证券投资基金业绩比较基准指引_02_证监会附件PDF.txt,html; pdf,2,来自2026-06-01 Gmail附件并已核对证监会公告页。第八条第四款、第九条、第十六条第一款、第十七条自施行一年后执行；第十五条第二款、第三款自施行六个月后执行。; 续跑时复用已下载文件,
055A,P0,03A_业绩比较基准与基金评价规则,公开募集证券投资基金业绩比较基准操作细则,行业自律规则,中国证券投资基金业协会,中基协发〔2026〕2号,2026-01-23,2026-03-01,现行有效,是,AMAC公告页;附件PDF,业绩比较基准;要素库;定期报告;投资风格监测;托管人合同审核;投资监督;信息披露复核;基金评价,https://www.amac.org.cn/xwfb/xhyw/202601/t20260123_27602.html; https://www.amac.org.cn/xwfb/xhyw/202601/P020260421579395559123.pdf,01_法规原文库\03A_业绩比较基准与基金评价规则\055A_公开募集证券投资基金业绩比较基准操作细则\055A_公开募集证券投资基金业绩比较基准操作细则_01_AMAC公告页.html; 01_法规原文库\03A_业绩比较基准与基金评价规则\055A_公开募集证券投资基金业绩比较基准操作细则\055A_公开募集证券投资基金业绩比较基准操作细则_02_AMAC附件PDF.pdf,02_文本抽取库\03A_业绩比较基准与基金评价规则\055A_公开募集证券投资基金业绩比较基准操作细则\055A_公开募集证券投资基金业绩比较基准操作细则_01_AMAC公告页.txt; 02_文本抽取库\03A_业绩比较基准与基金评价规则\055A_公开募集证券投资基金业绩比较基准操作细则\055A_公开募集证券投资基金业绩比较基准操作细则_02_AMAC附件PDF.txt,html; pdf,2,来自2026-06-01 Gmail附件并已核对基金业协会公告页。第十三条、第十四条、第二十三条、第二十四条、第二十五条自施行一年后执行；第二十条、第二十一条、第二十二条自施行六个月后执行。; 续跑时复用已下载文件,
055B,P3,03A_业绩比较基准与基金评价规则,《公开募集证券投资基金业绩比较基准操作细则》相关指标解释、基准收益率计算参考及基准示例,配套参考资料,中国证券投资基金业协会,,2026-01-27,,辅助资料,否,邮件附件;AMAC要素库公告线索,业绩比较基准;指标解释;信息比率;跟踪误差;超额收益;主动比率;基准收益率计算;基准示例,https://www.amac.org.cn/xwfb/tzgg/202601/t20260127_27297.html; 03_元数据台账/email_attachments/2026-06-01_业绩比较基准/公开募集证券投资基金业绩比较基准操作细则_指标解释与示例.pdf,01_法规原文库\03A_业绩比较基准与基金评价规则\055B_《公开募集证券投资基金业绩比较基准操作细则》相关指标解释、基准收益率计算参考及基准示例\055B_《公开募集证券投资基金业绩比较基准操作细则》相关指标解释、基准收益率计算参考及基准示例_01_AMAC要素库及运作说明公告页.html; 01_法规原文库\03A_业绩比较基准与基金评价规则\055B_《公开募集证券投资基金业绩比较基准操作细则》相关指标解释、基准收益率计算参考及基准示例\055B_《公开募集证券投资基金业绩比较基准操作细则》相关指标解释、基准收益率计算参考及基准示例_02_Gmail附件PDF.pdf,02_文本抽取库\03A_业绩比较基准与基金评价规则\055B_《公开募集证券投资基金业绩比较基准操作细则》相关指标解释、基准收益率计算参考及基准示例\055B_《公开募集证券投资基金业绩比较基准操作细则》相关指标解释、基准收益率计算参考及基准示例_01_AMAC要素库及运作说明公告页.txt; 02_文本抽取库\03A_业绩比较基准与基金评价规则\055B_《公开募集证券投资基金业绩比较基准操作细则》相关指标解释、基准收益率计算参考及基准示例\055B_《公开募集证券投资基金业绩比较基准操作细则》相关指标解释、基准收益率计算参考及基准示例_02_Gmail附件PDF.txt,html; pdf,2,2026-06-01 Gmail附件，PDF为扫描/图片型，已补人工识别摘要供检索。AMAC 2026-01-27公告说明要素库页面下方提供文件下载链接，但静态公告页未暴露该附件直链；本项只作配套参考资料，不作为单独强制性法规依据。; 续跑时复用已下载文件,
024,P1,02_行政法规与部门规章,资产管理产品相关会计处理规定,财政部规范性文件,财政部,财会〔2022〕14号,2022-05-25,2022-07-01,现行有效,是,财政部通知页;待入库PDF,资产管理产品;会计处理;金融工具;公允价值;侧袋机制;会计报表;净值核算,https://www.mof.gov.cn/jrttts/202206/t20220602_3815454.htm; 待入库法规\【文号：财会〔2022〕14号】《资产管理产品相关会计处理规定》-发布于2022年5月25日.pdf,01_法规原文库\02_行政法规与部门规章\024_资产管理产品相关会计处理规定\024_资产管理产品相关会计处理规定_01_财政部通知页.html; 01_法规原文库\02_行政法规与部门规章\024_资产管理产品相关会计处理规定\024_资产管理产品相关会计处理规定_02_待入库PDF.pdf,02_文本抽取库\02_行政法规与部门规章\024_资产管理产品相关会计处理规定\024_资产管理产品相关会计处理规定_01_财政部通知页.txt; 02_文本抽取库\02_行政法规与部门规章\024_资产管理产品相关会计处理规定\024_资产管理产品相关会计处理规定_02_待入库PDF.txt,html; pdf,2,财政部正式规则，适用于资管新规项下资产管理产品；公募基金估值核算中作为会计处理上位依据使用。; 续跑时复用已下载文件,
030A,P2,06_AMAC托管运营估值清算细则,证券投资基金股指期货投资会计核算业务细则（试行）,AMAC会计核算细则,中国证券投资基金业协会,中基协发〔2012〕8号,2012-11-16,2012-11-16,现行有效,否,待入库DOC;本地文本抽取,股指期货;会计核算;估值;衍生工具;保证金,待入库法规\【文号：中基协发〔2012〕8号】《证券投资基金股指期货投资会计核算业务细则（试行）》-发布于2012年11月16日.doc,01_法规原文库\06_AMAC托管运营估值清算细则\030A_证券投资基金股指期货投资会计核算业务细则（试行）\030A_证券投资基金股指期货投资会计核算业务细则（试行）_01_待入库DOC.doc,02_文本抽取库\06_AMAC托管运营估值清算细则\030A_证券投资基金股指期货投资会计核算业务细则（试行）\030A_证券投资基金股指期货投资会计核算业务细则（试行）_01_待入库DOC.txt,doc,1,未定位到AMAC独立发布页；以待入库DOC原件入库并使用Word COM抽取文本。AMAC现行估值标准汇编仍收录该细则，使用时宜结合最新衍生品投资和信息披露规则核验。; 续跑时复用已下载文件,
030B,P2,06_AMAC托管运营估值清算细则,黄金交易型开放式证券投资基金及联接基金会计核算和估值业务指引（试行）,AMAC会计核算与估值细则,中国证券投资基金业协会,中基协发〔2013〕17号,2013-07-12,2013-07-12,现行有效,否,AMAC附件PDF;待入库PDF,黄金ETF;联接基金;贵金属;会计核算;估值,https://www.amac.org.cn/xwfb/hydt/202106/P020231126371203847177.pdf,01_法规原文库\06_AMAC托管运营估值清算细则\030B_黄金交易型开放式证券投资基金及联接基金会计核算和估值业务指引（试行）\030B_黄金交易型开放式证券投资基金及联接基金会计核算和估值业务指引（试行）_01_AMAC附件PDF.pdf,02_文本抽取库\06_AMAC托管运营估值清算细则\030B_黄金交易型开放式证券投资基金及联接基金会计核算和估值业务指引（试行）\030B_黄金交易型开放式证券投资基金及联接基金会计核算和估值业务指引（试行）_01_AMAC附件PDF.txt,pdf,1,其他证券投资基金投资金交所交易品种时，除申购赎回业务外可按指引参照办理。; 续跑时复用已下载文件,
037B,P1,06_AMAC托管运营估值清算细则,关于固定收益品种的估值处理标准,AMAC估值标准,中国证券投资基金业协会,中基协字〔2022〕566号,2022-12-30,2023-03-31,现行有效,是,AMAC法规库正文页;待入库PDF,固定收益品种;债券估值;预期信用损失;违约债券;估值全价;第三方估值,https://fg.amac.org.cn/governmentrules_3854/zcgz_zlgz/zlgz_gmjj/zlgz_gmjj_zhl/202212/t20221230_24285.html; 待入库法规\【文号：中基协字〔2022〕566号】《关于固定收益品种的估值处理标准》-发布于2022年12月30日.pdf,01_法规原文库\06_AMAC托管运营估值清算细则\037B_关于固定收益品种的估值处理标准\037B_关于固定收益品种的估值处理标准_01_AMAC法规库正文页.html; 01_法规原文库\06_AMAC托管运营估值清算细则\037B_关于固定收益品种的估值处理标准\037B_关于固定收益品种的估值处理标准_02_待入库PDF.pdf,02_文本抽取库\06_AMAC托管运营估值清算细则\037B_关于固定收益品种的估值处理标准\037B_关于固定收益品种的估值处理标准_01_AMAC法规库正文页.txt; 02_文本抽取库\06_AMAC托管运营估值清算细则\037B_关于固定收益品种的估值处理标准\037B_关于固定收益品种的估值处理标准_02_待入库PDF.txt,html; pdf,2,对2015年第一季度固定收益品种估值处理标准的修订；AMAC通知要求管理人在2023-03-31前确定实施日期并统一实施新标准。待入库PDF无可抽取文字层，检索文本以AMAC正文页为主。; 续跑时复用已下载文件,
047D,P2,08_交易所与登记结算基础设施规则,银行间债券市场债券估值业务管理办法,人民银行规范性文件,中国人民银行,中国人民银行公告〔2023〕第19号,2023-12-01,2024-01-01,现行有效,否,人民银行正文页;待入库PDF,银行间债券;债券估值;收益率曲线;估值机构;第三方估值;公允价值,https://www.pbc.gov.cn/tiaofasi/144941/3581332/5156741/index.html; 待入库法规\【文号：中国人民银行〔2023〕第19号】《银⾏间债券市场债券估值业务管理办法》-发布于2023年12月1日.pdf,01_法规原文库\08_交易所与登记结算基础设施规则\047D_银行间债券市场债券估值业务管理办法\047D_银行间债券市场债券估值业务管理办法_01_人民银行正文页.html; 01_法规原文库\08_交易所与登记结算基础设施规则\047D_银行间债券市场债券估值业务管理办法\047D_银行间债券市场债券估值业务管理办法_02_待入库PDF.pdf,02_文本抽取库\08_交易所与登记结算基础设施规则\047D_银行间债券市场债券估值业务管理办法\047D_银行间债券市场债券估值业务管理办法_01_人民银行正文页.txt; 02_文本抽取库\08_交易所与登记结算基础设施规则\047D_银行间债券市场债券估值业务管理办法\047D_银行间债券市场债券估值业务管理办法_02_待入库PDF.txt,html; pdf,2,规范银行间债券市场估值机构和估值产品，作为公募基金固定收益品种估值源治理和第三方估值参考的基础设施规则。; 续跑时复用已下载文件,
050D,P1,09_跨境与港股通_QDII_REITs_专项,公开募集不动产投资信托基金（REITs）尽职调查工作指引（试行）,行业自律规则,中国证券投资基金业协会,中基协发〔2025〕16号,2025-12-31,2025-12-31,现行有效,是,AMAC公告页;附件PDF,公募REITs;尽职调查;基础设施项目;扩募;托管审查,https://www.amac.org.cn/xwfb/xhyw/202512/t20251231_27180.html; https://www.amac.org.cn/xwfb/xhyw/202512/P020260508309910433238.pdf,01_法规原文库\09_跨境与港股通_QDII_REITs_专项\050D_公开募集不动产投资信托基金（REITs）尽职调查工作指引（试行）\050D_公开募集不动产投资信托基金（REITs）尽职调查工作指引（试行）_01_AMAC公告页.html; 01_法规原文库\09_跨境与港股通_QDII_REITs_专项\050D_公开募集不动产投资信托基金（REITs）尽职调查工作指引（试行）\050D_公开募集不动产投资信托基金（REITs）尽职调查工作指引（试行）_02_附件PDF.pdf,02_文本抽取库\09_跨境与港股通_QDII_REITs_专项\050D_公开募集不动产投资信托基金（REITs）尽职调查工作指引（试行）\050D_公开募集不动产投资信托基金（REITs）尽职调查工作指引（试行）_01_AMAC公告页.txt; 02_文本抽取库\09_跨境与港股通_QDII_REITs_专项\050D_公开募集不动产投资信托基金（REITs）尽职调查工作指引（试行）\050D_公开募集不动产投资信托基金（REITs）尽职调查工作指引（试行）_02_附件PDF.txt,html; pdf,2,公告页日期2025-12-31，落款2025-12-25；公告称两项自律规则现予发布实施。,
050E,P1,09_跨境与港股通_QDII_REITs_专项,公开募集不动产投资信托基金（REITs）运营操作指引（试行）,行业自律规则,中国证券投资基金业协会,中基协发〔2025〕16号,2025-12-31,2025-12-31,现行有效,是,AMAC公告页;附件PDF,公募REITs;运营管理;基础设施项目;信息披露;托管运营,https://www.amac.org.cn/xwfb/xhyw/202512/t20251231_27180.html; https://www.amac.org.cn/xwfb/xhyw/202512/P020260508309910325949.pdf,01_法规原文库\09_跨境与港股通_QDII_REITs_专项\050E_公开募集不动产投资信托基金（REITs）运营操作指引（试行）\050E_公开募集不动产投资信托基金（REITs）运营操作指引（试行）_01_AMAC公告页.html; 01_法规原文库\09_跨境与港股通_QDII_REITs_专项\050E_公开募集不动产投资信托基金（REITs）运营操作指引（试行）\050E_公开募集不动产投资信托基金（REITs）运营操作指引（试行）_02_附件PDF.pdf,02_文本抽取库\09_跨境与港股通_QDII_REITs_专项\050E_公开募集不动产投资信托基金（REITs）运营操作指引（试行）\050E_公开募集不动产投资信托基金（REITs）运营操作指引（试行）_01_AMAC公告页.txt; 02_文本抽取库\09_跨境与港股通_QDII_REITs_专项\050E_公开募集不动产投资信托基金（REITs）运营操作指引（试行）\050E_公开募集不动产投资信托基金（REITs）运营操作指引（试行）_02_附件PDF.txt,html; pdf,2,公告页日期2025-12-31，落款2025-12-25；公告称两项自律规则现予发布实施。,
056,P0,03_证监会公募基金一般运作规则,公开募集证券投资基金销售机构监督管理办法,部门规章,中国证监会,证监会令第175号,2020-08-28,2020-10-01,现行有效,是,证监会规章库正文页;发布页,基金销售;销售机构;销售结算资金;适当性;商业银行销售资格;内部控制,https://www.csrc.gov.cn/csrc/c106256/c1653806/content.shtml; https://www.csrc.gov.cn/csrc/c101877/c1039190/content.shtml,01_法规原文库\03_证监会公募基金一般运作规则\056_公开募集证券投资基金销售机构监督管理办法\056_公开募集证券投资基金销售机构监督管理办法_01_证监会规章库正文页.html; 01_法规原文库\03_证监会公募基金一般运作规则\056_公开募集证券投资基金销售机构监督管理办法\056_公开募集证券投资基金销售机构监督管理办法_02_证监会发布页.html; 01_法规原文库\03_证监会公募基金一般运作规则\056_公开募集证券投资基金销售机构监督管理办法\056_公开募集证券投资基金销售机构监督管理办法_附件01_《公开募集证券投资基金销售机构监督管理办法》.pdf; 01_法规原文库\03_证监会公募基金一般运作规则\056_公开募集证券投资基金销售机构监督管理办法\056_公开募集证券投资基金销售机构监督管理办法_附件02_《公开募集证券投资基金销售机构监督管理办法》及配套规则修订说明.pdf,02_文本抽取库\03_证监会公募基金一般运作规则\056_公开募集证券投资基金销售机构监督管理办法\056_公开募集证券投资基金销售机构监督管理办法_01_证监会规章库正文页.txt; 02_文本抽取库\03_证监会公募基金一般运作规则\056_公开募集证券投资基金销售机构监督管理办法\056_公开募集证券投资基金销售机构监督管理办法_02_证监会发布页.txt; 02_文本抽取库\03_证监会公募基金一般运作规则\056_公开募集证券投资基金销售机构监督管理办法\056_公开募集证券投资基金销售机构监督管理办法_附件01_《公开募集证券投资基金销售机构监督管理办法》.txt; 02_文本抽取库\03_证监会公募基金一般运作规则\056_公开募集证券投资基金销售机构监督管理办法\056_公开募集证券投资基金销售机构监督管理办法_附件02_《公开募集证券投资基金销售机构监督管理办法》及配套规则修订说明.txt,html; pdf,4,销售机构监管主规章，覆盖商业银行等基金销售机构的注册、内控、销售行为和基金销售结算资金安全要求。; 续跑时复用已下载文件,
